Key	PY+T	Pho+T	PY-T	Pho-T	Tone	SyStruct	SyLen	OrthLen	PhoLen	FreqPM	Words	HomoDensity	Dominate-POS	Freq-Dominate-POS	Percent-Dominate-POS	Other-POSes	Num-Neighbors	R-Neighbors	A-Neighbors	S-Neighbors	Neighbors	Freq-Neighbors
J a r 0								0	3	0		0		-1	0		0	0	0	0		0
J @ r 0								0	3	0		0		-1	0		0	0	0	0		0
J E n 0								0	3	0		0		-1	0		0	0	0	0		0
s a r 0								0	3	0		0		-1	0		0	0	0	0		0
s @ r 0								0	3	0		0		-1	0		0	0	0	0		0
s E n 0								0	3	0		0		-1	0		0	0	0	0		0
t a r 0								0	3	0		0		-1	0		0	0	0	0		0
t @ r 0								0	3	0		0		-1	0		1	0	0	1	t @ 0	1682530
t E n 0								0	3	0		0		-1	0		0	0	0	0		0
n a r 0								0	3	0		0		-1	0		0	0	0	0		0
n @ r 0								0	3	0		0		-1	0		1	0	0	1	n @ 0	76752
n E n 0								0	3	0		0		-1	0		0	0	0	0		0
X a r 0								0	3	0		0		-1	0		0	0	0	0		0
X @ r 0								0	3	0		0		-1	0		0	0	0	0		0
X E n 0								0	3	0		0		-1	0		0	0	0	0		0
c a r 0								0	3	0		0		-1	0		0	0	0	0		0
c @ r 0								0	3	0		0		-1	0		0	0	0	0		0
c E n 0								0	3	0		0		-1	0		0	0	0	0		0
l a r 0								0	3	0		0		-1	0		0	0	0	0		0
l @ r 0								0	3	0		0		-1	0		1	0	0	1	l @ 0	1295
l E n 0								0	3	0		0		-1	0		0	0	0	0		0
T a r 0								0	3	0		0		-1	0		0	0	0	0		0
T @ r 0								0	3	0		0		-1	0		0	0	0	0		0
T E n 0								0	3	0		0		-1	0		0	0	0	0		0
k a r 0								0	3	0		0		-1	0		0	0	0	0		0
k @ r 0								0	3	0		0		-1	0		1	0	0	1	k @ 0	173905
k E n 0								0	3	0		0		-1	0		0	0	0	0		0
Q a r 0								0	3	0		0		-1	0		0	0	0	0		0
Q @ r 0								0	3	0		0		-1	0		0	0	0	0		0
Q E n 0								0	3	0		0		-1	0		0	0	0	0		0
z a r 0								0	3	0		0		-1	0		0	0	0	0		0
z @ r 0								0	3	0		0		-1	0		0	0	0	0		0
z E n 0								0	3	0		0		-1	0		0	0	0	0		0
p a r 0								0	3	0		0		-1	0		1	0	0	1	p a 0	194084
p @ r 0								0	3	0		0		-1	0		0	0	0	0		0
p E n 0								0	3	0		0		-1	0		0	0	0	0		0
K a r 0								0	3	0		0		-1	0		0	0	0	0		0
K @ r 0								0	3	0		0		-1	0		0	0	0	0		0
K E n 0								0	3	0		0		-1	0		0	0	0	0		0
S a r 0								0	3	0		0		-1	0		0	0	0	0		0
S @ r 0								0	3	0		0		-1	0		0	0	0	0		0
S E n 0								0	3	0		0		-1	0		0	0	0	0		0
f a r 0								0	3	0		0		-1	0		0	0	0	0		0
f @ r 0								0	3	0		0		-1	0		0	0	0	0		0
f E n 0								0	3	0		0		-1	0		0	0	0	0		0
P a r 0								0	3	0		0		-1	0		0	0	0	0		0
P @ r 0								0	3	0		0		-1	0		0	0	0	0		0
P E n 0								0	3	0		0		-1	0		0	0	0	0		0
i a r 0								0	3	0		0		-1	0		1	0	0	1	i a 0	10700
i @ r 0								0	3	0		0		-1	0		0	0	0	0		0
C a r 0								0	3	0		0		-1	0		0	0	0	0		0
C @ r 0								0	3	0		0		-1	0		0	0	0	0		0
C E n 0								0	3	0		0		-1	0		0	0	0	0		0
m a r 0								0	3	0		0		-1	0		0	0	0	0		0
m e r 0								0	3	0		0		-1	0		0	0	0	0		0
m E n 0								0	3	0		0		-1	0		1	0	0	1	m @ n 0	39958
u a r 0								0	3	0		0		-1	0		0	0	0	0		0
u @ r 0								0	3	0		0		-1	0		0	0	0	0		0
u E n 0								0	3	0		0		-1	0		0	0	0	0		0
x a r 0								0	3	0		0		-1	0		0	0	0	0		0
x @ r 0								0	3	0		0		-1	0		0	0	0	0		0
x E n 0								0	3	0		0		-1	0		0	0	0	0		0
r a r 0								0	3	0		0		-1	0		0	0	0	0		0
r @ r 0								0	3	0		0		-1	0		0	0	0	0		0
Z a r 0								0	3	0		0		-1	0		0	0	0	0		0
Z e I 0								0	3	0		0		-1	0		1	0	0	1	l e I 0	55
Z @ r 0								0	3	0		0		-1	0		0	0	0	0		0
Z E n 0								0	3	0		0		-1	0		0	0	0	0		0
a r 0								0	2	0		0		-1	0		0	0	0	0		0
E 0								0	1	0		0		-1	0		0	0	0	0		0
E n 0								0	2	0		0		-1	0		0	0	0	0		0
1 0								0	1	0		0		-1	0		0	0	0	0		0
o N 0								0	2	0		0		-1	0		0	0	0	0		0
u n 0								0	2	0		0		-1	0		0	0	0	0		0
J a 0								0	2	0		0		-1	0		2	0	0	2	p a 0,i a 0	204784
J a i 0								0	3	0		0		-1	0		0	0	0	0		0
J a n 0								0	3	0		0		-1	0		0	0	0	0		0
J a N 0								0	3	0		0		-1	0		0	0	0	0		0
J a U 0								0	3	0		0		-1	0		0	0	0	0		0
J @ 0								0	2	0		0		-1	0		4	0	0	4	t @ 0,k @ 0,n @ 0,l @ 0	1934482
J e I 0								0	3	0		0		-1	0		1	0	0	1	l e I 0	55
J @ n 0								0	3	0		0		-1	0		1	0	0	1	m @ n 0	39958
J @ N 0								0	3	0		0		-1	0		0	0	0	0		0
J E 0								0	2	0		0		-1	0		0	0	0	0		0
J o N 0								0	3	0		0		-1	0		0	0	0	0		0
J o U 0								0	3	0		0		-1	0		0	0	0	0		0
J u 0								0	2	0		0		-1	0		0	0	0	0		0
J u a 0								0	3	0		0		-1	0		0	0	0	0		0
J u a I 0								0	4	0		0		-1	0		0	0	0	0		0
J u a N 0								0	4	0		0		-1	0		0	0	0	0		0
J u e I 0								0	4	0		0		-1	0		0	0	0	0		0
J u n 0								0	3	0		0		-1	0		0	0	0	0		0
J u o 0								0	3	0		0		-1	0		0	0	0	0		0
s e I 0								0	3	0		0		-1	0		1	0	0	1	l e I 0	55
s E 0								0	2	0		0		-1	0		0	0	0	0		0
s i a 0								0	3	0		0		-1	0		1	0	0	1	i a 0	10700
s i E n 0								0	4	0		0		-1	0		0	0	0	0		0
s i a N 0								0	4	0		0		-1	0		0	0	0	0		0
s i a U 0								0	4	0		0		-1	0		0	0	0	0		0
s i E 0								0	3	0		0		-1	0		0	0	0	0		0
s i n 0								0	3	0		0		-1	0		0	0	0	0		0
s i N 0								0	3	0		0		-1	0		0	0	0	0		0
s i o U 0								0	4	0		0		-1	0		0	0	0	0		0
s i o N 0								0	4	0		0		-1	0		0	0	0	0		0
s u a 0								0	3	0		0		-1	0		0	0	0	0		0
s u a I 0								0	4	0		0		-1	0		0	0	0	0		0
s u a N 0								0	4	0		0		-1	0		0	0	0	0		0
s y 0								0	2	0		0		-1	0		0	0	0	0		0
s y E 0								0	3	0		0		-1	0		0	0	0	0		0
s y n 0								0	3	0		0		-1	0		0	0	0	0		0
s y E n 0								0	4	0		0		-1	0		0	0	0	0		0
t E 0								0	2	0		0		-1	0		1	0	0	1	t @ 0	1682530
t i a N 0								0	4	0		0		-1	0		0	0	0	0		0
t i n 0								0	3	0		0		-1	0		0	0	0	0		0
t i o N 0								0	4	0		0		-1	0		0	0	0	0		0
t u a 0								0	3	0		0		-1	0		0	0	0	0		0
t u a I 0								0	4	0		0		-1	0		0	0	0	0		0
t u a N 0								0	4	0		0		-1	0		0	0	0	0		0
t y 0								0	2	0		0		-1	0		1	0	0	1	t @ 0	1682530
t y E 0								0	3	0		0		-1	0		0	0	0	0		0
t y n 0								0	3	0		0		-1	0		0	0	0	0		0
t y E n 0								0	4	0		0		-1	0		0	0	0	0		0
n E 0								0	2	0		0		-1	0		1	0	0	1	n @ 0	76752
n i a 0								0	3	0		0		-1	0		1	0	0	1	i a 0	10700
n i o N 0								0	4	0		0		-1	0		0	0	0	0		0
n u a 0								0	3	0		0		-1	0		0	0	0	0		0
n u a I 0								0	4	0		0		-1	0		0	0	0	0		0
n u a N 0								0	4	0		0		-1	0		0	0	0	0		0
n u e I 0								0	4	0		0		-1	0		0	0	0	0		0
n u n 0								0	3	0		0		-1	0		0	0	0	0		0
n y n 0								0	3	0		0		-1	0		0	0	0	0		0
n y E n 0								0	4	0		0		-1	0		0	0	0	0		0
X a 0								0	2	0		0		-1	0		2	0	0	2	p a 0,i a 0	204784
X a I 0								0	3	0		0		-1	0		0	0	0	0		0
X a n 0								0	3	0		0		-1	0		0	0	0	0		0
X a N 0								0	3	0		0		-1	0		0	0	0	0		0
X a U 0								0	3	0		0		-1	0		0	0	0	0		0
X @ 0								0	2	0		0		-1	0		4	0	0	4	t @ 0,k @ 0,n @ 0,l @ 0	1934482
X e I 0								0	3	0		0		-1	0		1	0	0	1	l e I 0	55
X @ n 0								0	3	0		0		-1	0		1	0	0	1	m @ n 0	39958
X @ N 0								0	3	0		0		-1	0		0	0	0	0		0
X E 0								0	2	0		0		-1	0		0	0	0	0		0
X o N 0								0	3	0		0		-1	0		0	0	0	0		0
X o U 0								0	3	0		0		-1	0		0	0	0	0		0
X u 0								0	2	0		0		-1	0		0	0	0	0		0
X u a 0								0	3	0		0		-1	0		0	0	0	0		0
X u a I 0								0	4	0		0		-1	0		0	0	0	0		0
X u a N 0								0	4	0		0		-1	0		0	0	0	0		0
X u e I 0								0	4	0		0		-1	0		0	0	0	0		0
X u n 0								0	3	0		0		-1	0		0	0	0	0		0
X u o 0								0	3	0		0		-1	0		0	0	0	0		0
c e I 0								0	3	0		0		-1	0		1	0	0	1	l e I 0	55
c E 0								0	2	0		0		-1	0		0	0	0	0		0
c i 0								0	2	0		0		-1	0		1	0	0	1	l i 0	345
c i a 0								0	3	0		0		-1	0		1	0	0	1	i a 0	10700
c i E n 0								0	4	0		0		-1	0		0	0	0	0		0
c i a N 0								0	4	0		0		-1	0		0	0	0	0		0
c i a U 0								0	4	0		0		-1	0		0	0	0	0		0
c i E 0								0	3	0		0		-1	0		0	0	0	0		0
c i n 0								0	3	0		0		-1	0		0	0	0	0		0
c i N 0								0	3	0		0		-1	0		0	0	0	0		0
c i o U 0								0	4	0		0		-1	0		0	0	0	0		0
c i o N 0								0	4	0		0		-1	0		0	0	0	0		0
c u a 0								0	3	0		0		-1	0		0	0	0	0		0
c u a I 0								0	4	0		0		-1	0		0	0	0	0		0
c u a N 0								0	4	0		0		-1	0		0	0	0	0		0
c y 0								0	2	0		0		-1	0		0	0	0	0		0
c y E 0								0	3	0		0		-1	0		0	0	0	0		0
c y n 0								0	3	0		0		-1	0		0	0	0	0		0
c y E n 0								0	4	0		0		-1	0		0	0	0	0		0
l @ n 0								0	3	0		0		-1	0		2	0	0	2	m @ n 0,l @ 0	41253
l E 0								0	2	0		0		-1	0		2	0	0	2	l @ 0,l i 0	1640
l i o N 0								0	4	0		0		-1	0		0	0	0	0		0
l u a 0								0	3	0		0		-1	0		0	0	0	0		0
l u a I 0								0	4	0		0		-1	0		0	0	0	0		0
l u a N 0								0	4	0		0		-1	0		0	0	0	0		0
l u e I 0								0	4	0		0		-1	0		1	0	0	1	l e I 0	55
l y n 0								0	3	0		0		-1	0		0	0	0	0		0
l y E n 0								0	4	0		0		-1	0		0	0	0	0		0
T e I 0								0	3	0		0		-1	0		1	0	0	1	l e I 0	55
t @ n 0								0	3	0		0		-1	0		2	0	0	2	t @ 0,m @ n 0	1722488
T E 0								0	2	0		0		-1	0		0	0	0	0		0
T i a 0								0	3	0		0		-1	0		1	0	0	1	i a 0	10700
T i a N 0								0	4	0		0		-1	0		0	0	0	0		0
T i n 0								0	3	0		0		-1	0		0	0	0	0		0
T i o U 0								0	4	0		0		-1	0		0	0	0	0		0
T i o N 0								0	4	0		0		-1	0		0	0	0	0		0
T u a 0								0	3	0		0		-1	0		0	0	0	0		0
T u a I 0								0	4	0		0		-1	0		0	0	0	0		0
T u a N 0								0	4	0		0		-1	0		0	0	0	0		0
T y 0								0	2	0		0		-1	0		0	0	0	0		0
T y e 0								0	3	0		0		-1	0		0	0	0	0		0
T y n 0								0	3	0		0		-1	0		0	0	0	0		0
T y E n 0								0	4	0		0		-1	0		0	0	0	0		0
k E 0								0	2	0		0		-1	0		1	0	0	1	k @ 0	173905
k i 0								0	2	0		0		-1	0		2	0	0	2	k @ 0,l i 0	174250
k 1 0								0	2	0		0		-1	0		1	0	0	1	k @ 0	173905
k i a 0								0	3	0		0		-1	0		1	0	0	1	i a 0	10700
k i E n 0								0	4	0		0		-1	0		0	0	0	0		0
k i a N 0								0	4	0		0		-1	0		0	0	0	0		0
k i a U 0								0	4	0		0		-1	0		0	0	0	0		0
k i E 0								0	3	0		0		-1	0		0	0	0	0		0
k i n 0								0	3	0		0		-1	0		0	0	0	0		0
k i N 0								0	3	0		0		-1	0		0	0	0	0		0
k i o U 0								0	4	0		0		-1	0		0	0	0	0		0
k i o N 0								0	4	0		0		-1	0		0	0	0	0		0
k y 0								0	2	0		0		-1	0		1	0	0	1	k @ 0	173905
k y E 0								0	3	0		0		-1	0		0	0	0	0		0
k y n 0								0	3	0		0		-1	0		0	0	0	0		0
k y E n 0								0	4	0		0		-1	0		0	0	0	0		0
Q a 0								0	2	0		0		-1	0		2	0	0	2	p a 0,i a 0	204784
Q a I 0								0	3	0		0		-1	0		0	0	0	0		0
Q a n 0								0	3	0		0		-1	0		0	0	0	0		0
Q a N 0								0	3	0		0		-1	0		0	0	0	0		0
Q a U 0								0	3	0		0		-1	0		0	0	0	0		0
Q @ 0								0	2	0		0		-1	0		4	0	0	4	t @ 0,k @ 0,n @ 0,l @ 0	1934482
Q e I 0								0	3	0		0		-1	0		1	0	0	1	l e I 0	55
Q @ n 0								0	3	0		0		-1	0		1	0	0	1	m @ n 0	39958
Q @ N 0								0	3	0		0		-1	0		0	0	0	0		0
Q E 0								0	2	0		0		-1	0		0	0	0	0		0
Q o N 0								0	3	0		0		-1	0		0	0	0	0		0
Q o U 0								0	3	0		0		-1	0		0	0	0	0		0
Q u 0								0	2	0		0		-1	0		0	0	0	0		0
Q u a 0								0	3	0		0		-1	0		0	0	0	0		0
Q u a I 0								0	4	0		0		-1	0		0	0	0	0		0
Q u a N 0								0	4	0		0		-1	0		0	0	0	0		0
Q u e I 0								0	4	0		0		-1	0		0	0	0	0		0
Q u n 0								0	3	0		0		-1	0		0	0	0	0		0
Q u o 0								0	3	0		0		-1	0		0	0	0	0		0
z E 0								0	2	0		0		-1	0		0	0	0	0		0
z i a 0								0	3	0		0		-1	0		1	0	0	1	i a 0	10700
z i E n 0								0	4	0		0		-1	0		0	0	0	0		0
z i a N 0								0	4	0		0		-1	0		0	0	0	0		0
z i a U 0								0	4	0		0		-1	0		0	0	0	0		0
z i E 0								0	3	0		0		-1	0		0	0	0	0		0
z i n 0								0	3	0		0		-1	0		0	0	0	0		0
z i N 0								0	3	0		0		-1	0		0	0	0	0		0
z i o U 0								0	4	0		0		-1	0		0	0	0	0		0
z i o N 0								0	4	0		0		-1	0		0	0	0	0		0
z u a 0								0	3	0		0		-1	0		0	0	0	0		0
z u a I 0								0	4	0		0		-1	0		0	0	0	0		0
z u a N 0								0	4	0		0		-1	0		0	0	0	0		0
z y 0								0	2	0		0		-1	0		0	0	0	0		0
z y E 0								0	3	0		0		-1	0		0	0	0	0		0
z y n 0								0	3	0		0		-1	0		0	0	0	0		0
z y E n 0								0	4	0		0		-1	0		0	0	0	0		0
p @ 0								0	2	0		0		-1	0		5	0	0	5	t @ 0,p a 0,k @ 0,n @ 0,l @ 0	2128566
p E 0								0	2	0		0		-1	0		1	0	0	1	p a 0	194084
p i a 0								0	3	0		0		-1	0		2	0	0	2	p a 0,i a 0	204784
p i a N 0								0	4	0		0		-1	0		0	0	0	0		0
p i o U 0								0	4	0		0		-1	0		0	0	0	0		0
p i o N 0								0	4	0		0		-1	0		0	0	0	0		0
p o N 0								0	3	0		0		-1	0		0	0	0	0		0
p o U 0								0	3	0		0		-1	0		0	0	0	0		0
p u a 0								0	3	0		0		-1	0		1	0	0	1	p a 0	194084
p u a I 0								0	4	0		0		-1	0		0	0	0	0		0
p u a n 0								0	4	0		0		-1	0		0	0	0	0		0
p u a N 0								0	4	0		0		-1	0		0	0	0	0		0
p u e I 0								0	4	0		0		-1	0		0	0	0	0		0
p u n 0								0	3	0		0		-1	0		0	0	0	0		0
p y 0								0	2	0		0		-1	0		1	0	0	1	p a 0	194084
p y E 0								0	3	0		0		-1	0		0	0	0	0		0
p y n 0								0	3	0		0		-1	0		0	0	0	0		0
p y E n 0								0	4	0		0		-1	0		0	0	0	0		0
K e I 0								0	3	0		0		-1	0		1	0	0	1	l e I 0	55
K E 0								0	2	0		0		-1	0		0	0	0	0		0
K i 0								0	2	0		0		-1	0		1	0	0	1	l i 0	345
K 1 0								0	2	0		0		-1	0		0	0	0	0		0
K i a 0								0	3	0		0		-1	0		1	0	0	1	i a 0	10700
K i E n 0								0	4	0		0		-1	0		0	0	0	0		0
K i a N 0								0	4	0		0		-1	0		0	0	0	0		0
K i a U 0								0	4	0		0		-1	0		0	0	0	0		0
K i E 0								0	3	0		0		-1	0		0	0	0	0		0
K i n 0								0	3	0		0		-1	0		0	0	0	0		0
K i N 0								0	3	0		0		-1	0		0	0	0	0		0
K i o U 0								0	4	0		0		-1	0		0	0	0	0		0
K i o N 0								0	4	0		0		-1	0		0	0	0	0		0
K y 0								0	2	0		0		-1	0		0	0	0	0		0
K y E 0								0	3	0		0		-1	0		0	0	0	0		0
K y n 0								0	3	0		0		-1	0		0	0	0	0		0
K y E n 0								0	4	0		0		-1	0		0	0	0	0		0
S E 0								0	2	0		0		-1	0		0	0	0	0		0
S i a 0								0	3	0		0		-1	0		1	0	0	1	i a 0	10700
S i E n 0								0	4	0		0		-1	0		0	0	0	0		0
S i a N 0								0	4	0		0		-1	0		0	0	0	0		0
S i a U 0								0	4	0		0		-1	0		0	0	0	0		0
S i E 0								0	3	0		0		-1	0		0	0	0	0		0
S i n 0								0	3	0		0		-1	0		0	0	0	0		0
S i N 0								0	3	0		0		-1	0		0	0	0	0		0
S i o U 0								0	4	0		0		-1	0		0	0	0	0		0
S i o N 0								0	4	0		0		-1	0		0	0	0	0		0
S o N 0								0	3	0		0		-1	0		0	0	0	0		0
S y 0								0	2	0		0		-1	0		0	0	0	0		0
S y E 0								0	3	0		0		-1	0		0	0	0	0		0
S y n 0								0	3	0		0		-1	0		0	0	0	0		0
S y E n 0								0	4	0		0		-1	0		0	0	0	0		0
f a I 0								0	3	0		0		-1	0		0	0	0	0		0
f a U 0								0	3	0		0		-1	0		0	0	0	0		0
f @ 0								0	2	0		0		-1	0		4	0	0	4	t @ 0,k @ 0,n @ 0,l @ 0	1934482
f E 0								0	2	0		0		-1	0		0	0	0	0		0
f i 0								0	2	0		0		-1	0		1	0	0	1	l i 0	345
f 1 0								0	2	0		0		-1	0		0	0	0	0		0
f i a 0								0	3	0		0		-1	0		1	0	0	1	i a 0	10700
f i E n 0								0	4	0		0		-1	0		0	0	0	0		0
f i a N 0								0	4	0		0		-1	0		0	0	0	0		0
f i a U 0								0	4	0		0		-1	0		0	0	0	0		0
f i E 0								0	3	0		0		-1	0		0	0	0	0		0
f i n 0								0	3	0		0		-1	0		0	0	0	0		0
f i N 0								0	3	0		0		-1	0		0	0	0	0		0
f i o U 0								0	4	0		0		-1	0		0	0	0	0		0
f i o N 0								0	4	0		0		-1	0		0	0	0	0		0
f o N 0								0	3	0		0		-1	0		0	0	0	0		0
f u a 0								0	3	0		0		-1	0		0	0	0	0		0
f u a I 0								0	4	0		0		-1	0		0	0	0	0		0
f u a n 0								0	4	0		0		-1	0		0	0	0	0		0
f u a N 0								0	4	0		0		-1	0		0	0	0	0		0
f u e I 0								0	4	0		0		-1	0		0	0	0	0		0
f u n 0								0	3	0		0		-1	0		0	0	0	0		0
f y 0								0	2	0		0		-1	0		0	0	0	0		0
f y E 0								0	3	0		0		-1	0		0	0	0	0		0
f y n 0								0	3	0		0		-1	0		0	0	0	0		0
f y E n 0								0	4	0		0		-1	0		0	0	0	0		0
P @ 0								0	2	0		0		-1	0		4	0	0	4	t @ 0,k @ 0,n @ 0,l @ 0	1934482
P E 0								0	2	0		0		-1	0		0	0	0	0		0
P i a 0								0	3	0		0		-1	0		1	0	0	1	i a 0	10700
P i a N 0								0	4	0		0		-1	0		0	0	0	0		0
P i o U 0								0	4	0		0		-1	0		0	0	0	0		0
P i o N 0								0	4	0		0		-1	0		0	0	0	0		0
P o N 0								0	3	0		0		-1	0		0	0	0	0		0
P u a 0								0	3	0		0		-1	0		0	0	0	0		0
P u a I 0								0	4	0		0		-1	0		0	0	0	0		0
P u a n 0								0	4	0		0		-1	0		0	0	0	0		0
P u a N 0								0	4	0		0		-1	0		0	0	0	0		0
P u e I 0								0	4	0		0		-1	0		0	0	0	0		0
P u n 0								0	3	0		0		-1	0		0	0	0	0		0
P y 0								0	2	0		0		-1	0		0	0	0	0		0
P y E 0								0	3	0		0		-1	0		0	0	0	0		0
P y n 0								0	3	0		0		-1	0		0	0	0	0		0
P y E n 0								0	4	0		0		-1	0		0	0	0	0		0
i a I 0								0	3	0		0		-1	0		1	0	0	1	i a 0	10700
i @ 0								0	2	0		0		-1	0		5	0	0	5	t @ 0,k @ 0,n @ 0,i a 0,l @ 0	1945182
i e I 0								0	3	0		0		-1	0		1	0	0	1	l e I 0	55
i @ n 0								0	3	0		0		-1	0		1	0	0	1	m @ n 0	39958
i @ N 0								0	3	0		0		-1	0		0	0	0	0		0
i 1 0								0	2	0		0		-1	0		2	0	0	2	i 1,i a 0	216840
i i o N 0								0	4	0		0		-1	0		0	0	0	0		0
i u 0								0	2	0		0		-1	0		1	0	0	1	i a 0	10700
i u a 0								0	3	0		0		-1	0		1	0	0	1	i a 0	10700
i u a I 0								0	4	0		0		-1	0		0	0	0	0		0
i u a N 0								0	4	0		0		-1	0		0	0	0	0		0
i u e I 0								0	4	0		0		-1	0		0	0	0	0		0
i u n 0								0	3	0		0		-1	0		0	0	0	0		0
i u o 0								0	3	0		0		-1	0		0	0	0	0		0
C e I 0								0	3	0		0		-1	0		1	0	0	1	l e I 0	55
C E 0								0	2	0		0		-1	0		0	0	0	0		0
C i 0								0	2	0		0		-1	0		1	0	0	1	l i 0	345
C i a 0								0	3	0		0		-1	0		1	0	0	1	i a 0	10700
C i E n 0								0	4	0		0		-1	0		0	0	0	0		0
C i a N 0								0	4	0		0		-1	0		0	0	0	0		0
C i a U 0								0	4	0		0		-1	0		0	0	0	0		0
C i E 0								0	3	0		0		-1	0		0	0	0	0		0
C i n 0								0	3	0		0		-1	0		0	0	0	0		0
C i N 0								0	3	0		0		-1	0		0	0	0	0		0
C i o U 0								0	4	0		0		-1	0		0	0	0	0		0
C i o N 0								0	4	0		0		-1	0		0	0	0	0		0
C y 0								0	2	0		0		-1	0		0	0	0	0		0
C y E 0								0	3	0		0		-1	0		0	0	0	0		0
C y n 0								0	3	0		0		-1	0		0	0	0	0		0
C y E n 0								0	4	0		0		-1	0		0	0	0	0		0
m E 0								0	2	0		0		-1	0		0	0	0	0		0
m i a 0								0	3	0		0		-1	0		1	0	0	1	i a 0	10700
m i a N 0								0	4	0		0		-1	0		0	0	0	0		0
m i o N 0								0	4	0		0		-1	0		0	0	0	0		0
m o N 0								0	3	0		0		-1	0		0	0	0	0		0
m u a 0								0	3	0		0		-1	0		0	0	0	0		0
m u a I 0								0	4	0		0		-1	0		0	0	0	0		0
m u a n 0								0	4	0		0		-1	0		0	0	0	0		0
m u a N 0								0	4	0		0		-1	0		0	0	0	0		0
m u e I 0								0	4	0		0		-1	0		0	0	0	0		0
m u n 0								0	3	0		0		-1	0		1	0	0	1	m @ n 0	39958
m y 0								0	2	0		0		-1	0		0	0	0	0		0
m y E 0								0	3	0		0		-1	0		0	0	0	0		0
m y n 0								0	3	0		0		-1	0		1	0	0	1	m @ n 0	39958
m y E n 0								0	4	0		0		-1	0		0	0	0	0		0
u a o 0								0	3	0		0		-1	0		0	0	0	0		0
u @ 0								0	2	0		0		-1	0		4	0	0	4	t @ 0,k @ 0,n @ 0,l @ 0	1934482
u E 0								0	2	0		0		-1	0		0	0	0	0		0
u i 0								0	2	0		0		-1	0		1	0	0	1	l i 0	345
u 1 0								0	2	0		0		-1	0		1	0	0	1	u 1	2062
u i a 0								0	3	0		0		-1	0		1	0	0	1	i a 0	10700
u i E n 0								0	4	0		0		-1	0		0	0	0	0		0
u i a N 0								0	4	0		0		-1	0		0	0	0	0		0
u i a U 0								0	4	0		0		-1	0		0	0	0	0		0
u i E 0								0	3	0		0		-1	0		0	0	0	0		0
u i n 0								0	3	0		0		-1	0		0	0	0	0		0
u i N 0								0	3	0		0		-1	0		0	0	0	0		0
u i o U 0								0	4	0		0		-1	0		0	0	0	0		0
u i o N 0								0	4	0		0		-1	0		0	0	0	0		0
u o N 0								0	3	0		0		-1	0		0	0	0	0		0
u o U 0								0	3	0		0		-1	0		0	0	0	0		0
u u a 0								0	3	0		0		-1	0		0	0	0	0		0
u u a I 0								0	4	0		0		-1	0		0	0	0	0		0
u u a n 0								0	4	0		0		-1	0		0	0	0	0		0
u u a N 0								0	4	0		0		-1	0		0	0	0	0		0
u u e I 0								0	4	0		0		-1	0		0	0	0	0		0
u u n 0								0	3	0		0		-1	0		0	0	0	0		0
u u o 0								0	3	0		0		-1	0		0	0	0	0		0
u y 0								0	2	0		0		-1	0		0	0	0	0		0
u y E 0								0	3	0		0		-1	0		0	0	0	0		0
u y n 0								0	3	0		0		-1	0		0	0	0	0		0
u y E n 0								0	4	0		0		-1	0		0	0	0	0		0
x E 0								0	2	0		0		-1	0		0	0	0	0		0
x i 0								0	2	0		0		-1	0		1	0	0	1	l i 0	345
x 1 0								0	2	0		0		-1	0		0	0	0	0		0
x i a 0								0	3	0		0		-1	0		1	0	0	1	i a 0	10700
x i E n 0								0	4	0		0		-1	0		0	0	0	0		0
x i a N 0								0	4	0		0		-1	0		0	0	0	0		0
x i a U 0								0	4	0		0		-1	0		0	0	0	0		0
x i E 0								0	3	0		0		-1	0		0	0	0	0		0
x i n 0								0	3	0		0		-1	0		0	0	0	0		0
x i N 0								0	3	0		0		-1	0		0	0	0	0		0
x i o U 0								0	4	0		0		-1	0		0	0	0	0		0
x i o N 0								0	4	0		0		-1	0		0	0	0	0		0
x y 0								0	2	0		0		-1	0		0	0	0	0		0
x y E 0								0	3	0		0		-1	0		0	0	0	0		0
x y n 0								0	3	0		0		-1	0		0	0	0	0		0
x y E n 0								0	4	0		0		-1	0		0	0	0	0		0
r a 0								0	2	0		0		-1	0		2	0	0	2	p a 0,i a 0	204784
r a I 0								0	3	0		0		-1	0		0	0	0	0		0
r e I 0								0	3	0		0		-1	0		1	0	0	1	l e I 0	55
r E 0								0	2	0		0		-1	0		0	0	0	0		0
r i a 0								0	3	0		0		-1	0		1	0	0	1	i a 0	10700
r i E n 0								0	4	0		0		-1	0		0	0	0	0		0
r i a N 0								0	4	0		0		-1	0		0	0	0	0		0
r i a U 0								0	4	0		0		-1	0		0	0	0	0		0
r i E 0								0	3	0		0		-1	0		0	0	0	0		0
r i n 0								0	3	0		0		-1	0		0	0	0	0		0
r i N 0								0	3	0		0		-1	0		0	0	0	0		0
r i o U 0								0	4	0		0		-1	0		0	0	0	0		0
r i o N 0								0	4	0		0		-1	0		0	0	0	0		0
r u a 0								0	3	0		0		-1	0		0	0	0	0		0
r u a I 0								0	4	0		0		-1	0		0	0	0	0		0
r u a N 0								0	4	0		0		-1	0		0	0	0	0		0
r y 0								0	2	0		0		-1	0		0	0	0	0		0
r y E 0								0	3	0		0		-1	0		0	0	0	0		0
r y n 0								0	3	0		0		-1	0		0	0	0	0		0
r y E n 0								0	4	0		0		-1	0		0	0	0	0		0
Z E 0								0	2	0		0		-1	0		0	0	0	0		0
